일시,지점,일최저체감온도,일최고기온,일평균기온,일최저기온,일평균상대습도,일평균풍속,일최대풍속,한파특보,한파영향예보,동파가능지수3h
2021-01-06,의성(278),-16.8,0.5,-7.8,-16.2,57.8,0.9,5.5,경보,주의,높음
2021-01-06,구미(279),-11.4,0.6,-4.1,-8.9,50.1,1.3,3,경보,주의,보통
2021-01-06,영천(281),-14.5,0.4,-5,-9.4,49.6,2.5,6.6,주의보,주의,보통
2021-01-06,경주시(283),-15,1.2,-4.6,-9.1,46.5,3,6.9,주의보,관심,보통
2021-01-06,거창(284),-16.7,0.9,-5.2,-13.3,61.8,1.5,4.8,주의보,관심,보통
2021-01-06,합천(285),-13.8,2.5,-3.9,-11,59.6,1.1,2.9,주의보,관심,보통
2021-01-06,밀양(288),-10.6,1.5,-4,-9.5,47.5,0.7,3.5,X, ,보통
2021-01-06,산청(289),-13,1.5,-4.1,-9.9,54.9,2.2,5,주의보, ,보통
2021-01-06,거제(294),-9,1.4,-1.1,-4.2,48.5,1.9,4.2,X, ,낮음
2021-01-06,남해(295),-8,2.2,-1.4,-6.4,55.5,1.2,3.4,X,관심,낮음
2021-01-06,부천(433),-14.9,-2.3,-6.8,-10.6,,1.2,2.9,경보,주의,보통
2021-01-06,안양(434),-18.4,-2,-6.4,-9.5,,2.2,9.8,경보,주의,보통
2021-01-06,광명(437),-16.4,-2.1,-6.3,-9.5,,1.7,6.2,경보,주의,보통
2021-01-06,군포(438),-17,-1.8,-6.7,-10.1,,1.5,6.1,경보,주의,보통
2021-01-06,김포(441),-18.1,-2.4,-7.1,-12.8,,1.7,8.3,경보,주의,보통
2021-01-06,하남(444),-15.1,-3.6,-8.5,-14.5,,0.5,1.5,경보,주의,보통
2021-01-06,의왕(445),-16.1,-3.7,-8.7,-14,,1.2,4.9,경보,주의,높음
2021-01-06,포천(504),-23,-3.7,-10,-17.5,62,1.7,6,경보,경고,높음
2021-01-06,가평조종(505),-22.3,-3.9,-10.5,-18.6,64,1.1,4.3,경보,경고,높음
2021-01-06,안성(516),-17.6,-1.3,-7.5,-14.1,61,1.8,8.2,경보,주의,높음
2021-01-06,간성(517),-16.3,-0.6,-5.5,-9.6,27,2,5.3,경보,관심,보통
2021-01-06,평창(526),-20.1,-4.4,-11,-18.4,52,1,3.9,경보,경고,높음
2021-01-06,의정부(532),-19.5,-3.4,-8.8,-15.4,60,1.3,5.7,경보,경고,높음
2021-01-06,횡성(536),-19.5,-2.8,-9.6,-17.3,66,1,3.6,경보,경고,높음
2021-01-06,고양(540),-18,-2.1,-8.5,-15.6,55,1.4,6.9,경보,경고,보통
2021-01-06,남양주(541),-19,-1.7,-7.3,-13.6,54,1.3,4.6,경보,주의,높음
2021-01-06,안산(545),-17.2,-1.3,-7.7,-15.7,62,1.1,6,경보,주의,보통
2021-01-06,경기광주(546),-20.4,-2.9,-8.5,-15.5,58,1.3,4.3,경보,경고,보통
2021-01-06,여주(548),-20.9,-3.4,-8.4,-15.4,61,1.4,4.4,경보,경고,높음
2021-01-06,용인(549),-17.3,-1.7,-7.2,-13.7,53,1.4,4.6,경보,주의,높음
2021-01-06,오산(550),-16.2,-2.4,-7.1,-12.4,49,1.8,5.7,경보,주의,보통
2021-01-06,평택(551),-16.3,-1.7,-6.9,-12.8,62,1.9,9.2,경보,주의,보통
2021-01-06,화천(555),-23.2,-2.8,-9.8,-17.3,64,1,2.8,경보,경고,높음
2021-01-06,양구(556),-25.2,-3.6,-10.9,-19.6,55,1.6,6.1,경보,경고,높음
2021-01-06,시흥(565),-18.9,-1.3,-7.4,-15.1,54,1.9,8.4,경보,주의,보통
2021-01-06,구리(569),-16.6,-2.4,-7.6,-13.2,54,1.6,5.3,경보,주의,보통
2021-01-06,화성(571),-15.9,-1,-6.7,-12.5,47,1.5,5.1,경보,주의,보통
2021-01-06,성남(572),-14.7,-2.8,-7.4,-12.4,46,0.9,4.4,경보,주의,보통
2021-01-06,과천(590),-16.5,-2.1,-7.4,-13.9,58,1.5,7.2,경보,주의,보통
2021-01-06,양주(598),-21.8,-2.6,-9.5,-17,57,1.8,7,경보,경고,높음
2021-01-06,단양(601),-16.6,-2.9,-8,-14.4,58,1,3.7,경보,경고,높음
2021-01-06,진천(602),-17.9,-1.4,-7,-13.8,60,2.1,7.5,경보,경고,높음
2021-01-06,괴산(603),-18.4,-2.2,-8.3,-16,61,1.1,4.2,경보,경고,높음
2021-01-06,옥천(604),-15,-2.1,-7,-13.6,68,0.9,3.3,경보,경고,보통
2021-01-06,홍북(608),-17.6,-3.7,-6.8,-11.6,78,2.2,8,주의보,주의,보통
2021-01-06,공주(612),-16.8,-1.9,-6.8,-13.9,71,1.2,5,경보,경고,높음
2021-01-06,서천(614),-14.2,-0.5,-5.1,-10.8,70,1.8,7.2,주의보,주의,보통
2021-01-06,논산(615),-16,-0.9,-5.7,-12,69,1.1,6.2,주의보,주의,보통
2021-01-06,당진(616),-16.8,-2.2,-6.2,-11.5,67,1.8,9,주의보,주의,보통
2021-01-06,청양(618),-16.5,-2.5,-7.7,-15,76,0.9,3.4,경보,경고,보통
2021-01-06,음성(619),-20.4,-3.2,-8.8,-16.5,63,2.2,8,경보,경고,높음
2021-01-06,증평(623),-15.8,-2.2,-7,-13.5,65,1.2,5.5,경보,경고,높음
2021-01-06,태안(627),-15.5,-1.3,-5.2,-8.4,78,2.3,8,주의보,관심,낮음
2021-01-06,예산(628),-14.9,-2.1,-6,-11.3,67,1.8,7.3,경보,주의,보통
2021-01-06,아산(634),-16.2,-2.1,-6.4,-11.4,60,2.2,7.5,경보,주의,보통
2021-01-06,계룡(636),-18.6,-1.5,-7.4,-16.1,71,1.1,3.3,경보,경고,높음
2021-01-06,연천청산(652),-19.6,-3.6,-9.6,-16.9,61,1.2,4.4,경보,경고,높음
2021-01-06,양양(670),-15,-0.9,-5.5,-8,33,2.7,5.8,주의보,관심,보통
2021-01-06,무안(699),-11,0.6,-2.8,-6.6,84,2.2,8,X,관심,낮음
2021-01-06,무주(701),-18.2,-1.6,-7.1,-13.4,71,1.5,3.6,경보,주의,높음
2021-01-06,익산(702),-13.7,-0.8,-4.8,-11.3,74,1.5,5.6,주의보, ,보통
2021-01-06,진안(703),-18.8,-2,-7.5,-14.7,73,1.8,5.2,경보,주의,높음
2021-01-06,담양(706),-11.4,1.4,-3.1,-8.1,76,1.9,5.8,주의보, ,보통
2021-01-06,구례(709),-12.3,1.6,-2.6,-6.5,62,1.7,5.1,주의보, ,낮음
2021-01-06,나주(710),-9.5,0.6,-2.5,-6.4,78,1.9,7.1,주의보, ,보통
2021-01-06,순천시(712),-10.9,2,-1.9,-5.6,52,2.1,5.7,X,관심,낮음
2021-01-06,광양읍(713),-9.5,2.4,-1.7,-5.8,63,2,4.3,X,관심,낮음
2021-01-06,장성(730),-9.6,1.1,-3,-6.7,74,1.3,5.2,주의보, ,보통
2021-01-06,영암(731),-9.4,0.5,-2.6,-6.9,84,1.1,5.6,X, ,보통
2021-01-06,보성(732),-11.2,0.7,-3.9,-8.3,76,1.1,4.1,주의보,관심,보통
2021-01-06,완주(734),-14.8,1.4,-4.2,-10.6,70,1.7,6.8,주의보,관심,낮음
2021-01-06,김제(737),-13.1,-1,-4,-7.4,59,2.9,12.4,주의보, ,낮음
2021-01-06,화순(741),-10,1.3,-2.9,-6.2,69,1.7,5,주의보, ,보통
2021-01-06,함평(754),-11.7,0.5,-3.3,-7.4,86,2.1,8.8,주의보, ,보통
2021-01-06,곡성(768),-14.2,0.6,-4.3,-10.9,65,1.4,4.2,주의보, ,보통
2021-01-06,압해도(789),-9.8,1.7,-1.8,-7.6,80,2.7,14.2,X,관심,낮음
2021-01-06,영양(801),-21.5,-1.2,-9,-16.4,55,1.5,4.6,경보,경고,높음
2021-01-06,성주(810),-16.2,0.7,-5.4,-12.3,56,1.8,6.2,주의보,주의,보통
2021-01-06,고령(812),-15.8,1.1,-5.7,-13.5,57,0.8,3.7,주의보,주의,보통
2021-01-06,청도(813),-16.8,1,-6,-13.4,57,1.5,4.3,주의보,주의,보통
2021-01-06,예천(815),-19.5,-0.6,-7.2,-14.3,47,1.2,5,경보,주의,보통
2021-01-06,김천(822),-19.7,-1.2,-8.5,-15.2,65,1.3,4.9,경보,주의,보통
2021-01-06,군위(823),-17.2,-0.1,-6.5,-12.8,62,1.6,5.3,경보,주의,보통
2021-01-06,칠곡(825),-13.1,0.9,-4.3,-9.7,55,1.8,5.3,경보,주의,보통
2021-01-06,경산(827),-12.8,0.6,-3.5,-9,39,1.9,5,주의보,주의,보통
2021-01-06,삼척(876),-14,0.8,-3.8,-6.8,18,2.1,4.9,주의보,관심,보통
2021-01-06,속초(90),-14,-2.2,-5.9,-9.4,26.1,2.2,7.3,주의보,관심,보통
2021-01-06,삼천포(907),-10.3,2.8,-0.9,-4.5,50,3.2,6.4,X,관심,낮음
2021-01-06,고성(918),-12.1,1.6,-1.8,-7.3,48,2.7,5.1,X,관심,보통
2021-01-06,창녕(919),-14,1.4,-3.9,-10.5,53,1.4,4.5,X,관심,보통
2021-01-06,함안(920),-14.3,2.1,-4.2,-10.9,59,1.3,3.1,X,관심,보통
2021-01-06,북춘천(93),-20.5,-4,-10,-17.7,61,0.9,6,경보,경고,높음
2021-01-06,하동(932),-10.9,3.4,-1.8,-7.7,54,1.7,5.3,X,관심,보통
2021-01-06,철원(95),-22.1,-4.9,-11.1,-19.2,66.6,1.1,4.5,경보,경고,높음
2021-01-06,동두천(98),-19.7,-2.8,-9.2,-16,60.9,1.5,6.2,경보,경고,높음
2021-01-06,파주(99),-23.9,-3.4,-10.1,-18.2,61.6,1.6,6,경보,경고,높음
2021-01-07,북강릉(104),-21.2,-5.1,-10.8,-15.4,23.1,3.2,7.8,주의보,주의,보통
2021-01-07,동해(106),-21.9,-3.2,-9.4,-11.7,26.6,4.3,8.6,주의보,주의,보통
2021-01-07,서울(108),-27.5,-8.4,-14.5,-16.5,49.9,4.1,8.3,경보,경고,높음
2021-01-07,인천(112),-28.1,-9.1,-14,-15.4,47.6,6.7,10.8,경보,경고,높음
2021-01-07,원주(114),-23.6,-4,-12.6,-15.1,38.9,2.5,5.3,경보,경고,높음
2021-01-07,울릉도(115),-18.2,-1.1,-7,-8.6,81.6,4.3,14.1,X,관심,낮음
2021-01-07,수원(119),-25.5,-8.3,-13.8,-15.9,54.3,4,8.6,경보,경고,높음
2021-01-07,영월(121),-24.1,-4.1,-12.3,-15.9,35.6,3.2,8.4,경보,경고,높음
2021-01-07,충주(127),-24.5,-4.6,-13.6,-18.5,40.4,3.4,7.1,경보,경고,높음
2021-01-07,서산(129),-20.9,-6.7,-10.9,-12.2,69,3.9,9.3,경보,주의,보통
2021-01-07,울진(130),-22.3,-5.1,-9.5,-14.4,31.9,4.3,10.7,경보,경고,보통
2021-01-07,청주(131),-21.8,-4,-11.8,-14,51,2.7,5.9,경보,경고,보통
2021-01-07,대전(133),-20.4,-3.4,-11.2,-15.6,57.8,2.9,5.9,경보,경고,보통
2021-01-07,추풍령(135),-27.7,-4.7,-12.6,-15.7,43.6,5.6,10.3,경보,경고,보통
2021-01-07,안동(136),-23.4,-4.5,-11.4,-14.4,28.9,4.5,8.3,경보,경고,보통
2021-01-07,상주(137),-24.8,-4,-11.8,-15.4,42.3,4.3,10.4,경보,경고,보통
2021-01-07,포항(138),-19.3,-2.4,-7.9,-11.9,31.3,4.4,7.5,경보,경고,낮음
2021-01-07,군산(140),-19.1,-1.9,-10,-14.7,64.9,4,12.9,경보,주의,보통
2021-01-07,대구(143),-20.3,-1.2,-8.7,-12.4,40.3,5.3,9.1,경보,주의,낮음
2021-01-07,전주(146),-18.7,-2.6,-10.5,-14.1,62.3,3.2,6.7,경보,주의,보통
2021-01-07,울산(152),-18.7,-0.9,-7.2,-10.9,31.5,4.1,7.3,주의보,관심,낮음
2021-01-07,창원(155),-18.2,-1.3,-7.6,-12.2,36.1,2.4,4.6,주의보,관심,낮음
2021-01-07,광주(156),-17,-1.7,-8.4,-11.6,69.1,2.3,4,경보,주의,낮음
2021-01-07,부산(159),-19.9,0.2,-6.1,-10.4,33.8,4.9,9.9,주의보,관심,낮음
2021-01-07,통영(162),-17,0.7,-5.2,-9.1,39.4,5.5,8.4,X,관심,낮음
2021-01-07,목포(165),-18.1,-1,-7.5,-10.9,80,6.7,12.3,주의보,관심,낮음
2021-01-07,여수(168),-17.3,-0.7,-6.5,-9.8,48,6.4,12.4,X,관심,낮음
2021-01-07,흑산도(169),-15.5,-1.9,-4.1,-5.9,82.9,11.7,16.5,X, ,낮음
2021-01-07,완도(170),-13.1,0,-5.8,-10.2,70.9,4,10.1,X,관심,낮음
2021-01-07,고창(172),-21,-2.4,-10.1,-13.8,84.6,5.1,13.7,경보,주의,보통
2021-01-07,제주(184),-11.2,4.4,-1.1,-3.1,76.5,7.5,12.2,X,관심,낮음
2021-01-07,진주(192),-14.6,-1.3,-6.9,-12.1,41.6,2.7,5.3,주의보,관심,낮음
2021-01-07,양평(202),-25.2,-5.3,-12.9,-15.5,44.1,3.7,7.7,경보,경고,높음
2021-01-07,이천(203),-25.7,-6.2,-14.3,-19,49,2.3,4.2,경보,경고,높음
2021-01-07,인제(211),-25.8,-6.9,-13.8,-16.3,39.8,2.9,5,경보,경고,높음
2021-01-07,홍천(212),-25.8,-6.2,-13.9,-16.5,44.8,2.6,6.2,경보,경고,높음
2021-01-07,태백(216),-25.9,-8.2,-15.1,-17.9,40.1,2.1,4.8,경보,경고,높음
2021-01-07,정선군(217),-27.2,-6.7,-13.7,-16.6,34.3,5.9,11.6,경보,경고,높음
2021-01-07,제천(221),-26.8,-5.4,-14.1,-19.1,41.1,3.4,6.8,경보,경고,높음
2021-01-07,보은(226),-23,-4,-13.3,-18.9,59.3,3.1,7.3,경보,경고,높음
2021-01-07,천안(232),-23.4,-3.7,-13.1,-18,58.9,2.7,6.2,경보,경고,높음
2021-01-07,보령(235),-20.1,-5,-10.5,-12.9,66.4,3.5,5.5,경보,주의,보통
2021-01-07,부여(236),-21,-3.2,-11.3,-19.2,66.5,2.3,6.4,경보,주의,보통
2021-01-07,금산(238),-22.8,-3.5,-11.9,-18.7,58.1,2.7,7,경보,경고,높음
2021-01-07,세종(239),-21.9,-4.2,-12,-15.4,52.8,3.6,8.2,경보,경고,높음
2021-01-07,부안(243),-16.4,-1.9,-9.3,-14.8,77.5,2.3,7.6,경보,주의,보통
2021-01-07,임실(244),-22,-3.8,-11.8,-20.3,69.5,1.8,4.1,경보,경고,보통
2021-01-07,정읍(245),-17.8,-2.4,-10.2,-14.9,73.6,2.7,7.6,경보,주의,보통
2021-01-07,남원(247),-21.6,-3.2,-10.6,-17.1,67.6,2.3,5.5,경보,주의,보통
2021-01-07,장수(248),-23.5,-4.8,-13.5,-22,64.6,3.3,7.1,경보,경고,보통
2021-01-07,영광군(252),-17.4,-1.8,-9.2,-12.6,74,2.9,7.8,경보,주의,낮음
2021-01-07,김해시(253),-19.7,-0.9,-7.4,-11.5,38.8,4.3,9.1,주의보,관심,낮음
2021-01-07,순창군(254),-25.4,-2.7,-10.7,-18.1,75.6,3.5,8.3,경보,주의,보통
2021-01-07,양산시(257),-17.4,0.3,-5.9,-9.6,37,4.4,7.7,주의보,관심,낮음
2021-01-07,강진군(259),-18.6,-0.7,-7.6,-13.7,72.8,4.2,7.7,주의보,관심,낮음
2021-01-07,장흥(260),-15.9,-0.9,-7.7,-13.6,67.5,4,7.7,주의보,관심,낮음
2021-01-07,해남(261),-17.4,-1.6,-8.3,-14.4,77.3,3.2,8.9,주의보,관심,낮음
2021-01-07,고흥(262),-15.3,-0.8,-7.2,-12.7,59.9,3,6.7,주의보,관심,낮음
2021-01-07,의령군(263),-17.8,-0.8,-6.8,-13.5,41.1,4.5,8.7,경보,관심,낮음
2021-01-07,함양군(264),-18.4,-2.2,-9.1,-14.1,50.5,3.2,7.4,경보,주의,보통
2021-01-07,진도군ASOS(268),-15.5,0.5,-5.7,-9.1,75,5.1,8.3,주의보,관심,낮음
2021-01-07,봉화(271),-24.2,-7.1,-12.6,-17.3,40.4,3.1,6.6,경보,경고,높음
2021-01-07,영주(272),-28.1,-6.5,-12.6,-14.4,36.6,7.6,11.7,경보,경고,보통
2021-01-07,문경(273),-24.9,-4.4,-12.2,-14.1,35.8,4.9,9.8,경보,경고,보통
2021-01-07,청송군(276),-24.8,-4.8,-11.8,-15.1,35.4,5.5,9.6,경보,경고,보통
2021-01-07,영덕(277),-23.5,-2.6,-9.2,-13,31.5,6.4,13.9,주의보,주의,보통
2021-01-07,의성(278),-21.3,-4.5,-11.5,-19.4,46.3,3.2,7.8,경보,경고,보통
2021-01-07,구미(279),-17.5,-2.2,-9.3,-12.3,41.8,2.2,5.1,경보,경고,보통
2021-01-07,영천(281),-20.5,-2.7,-8.9,-12.9,37.9,4.6,9,경보,주의,낮음
2021-01-07,경주시(283),-21.9,-1.1,-8.2,-11.6,33.8,6.2,11,경보,주의,낮음
2021-01-07,거창(284),-22.2,-3,-10.2,-16.1,47.6,3.3,7.2,경보,주의,보통
2021-01-07,합천(285),-15.8,-1,-7.3,-13.2,38.5,2.5,6,경보,주의,낮음
2021-01-07,밀양(288),-16.1,-1.4,-7,-11.5,31.1,2.9,5.5,주의보,관심,낮음
2021-01-07,산청(289),-20.1,-2.3,-9,-12.9,47.1,5.2,10.9,경보,주의,낮음
2021-01-07,거제(294),-15.1,0.8,-5.1,-8.5,43,3.4,5.9,X,관심,낮음
2021-01-07,남해(295),-13.8,-0.2,-5.7,-10.2,47.1,3.7,9.2,X,관심,낮음
2021-01-07,부천(433),-22.5,-9.3,-13.6,-15.8,,1.4,2.7,경보,경고,높음
2021-01-07,안양(434),-26.4,-7.9,-13.2,-15.4,,4.8,9.6,경보,경고,높음
2021-01-07,광명(437),-24.6,-8.5,-13.4,-15.5,,3.4,5.7,경보,경고,높음
2021-01-07,군포(438),-23.8,-8.6,-13.5,-15.9,,2.2,5.1,경보,경고,높음
2021-01-07,김포(441),-25.8,-9.1,-14,-15.7,,,7.4,경보,경고,높음
2021-01-07,하남(444),-23,-6.8,-14,-16.6,,1.4,2.6,경보,경고,높음
2021-01-07,의왕(445),-25.9,-9,-14.5,-16.7,,2.5,4.1,경보,경고,높음
2021-01-07,포천(504),-28.4,-8.5,-15.6,-18,47,3.3,6.2,경보,경고,매우높음
2021-01-07,가평조종(505),-27,-8.1,-15.8,-18.1,49,2.6,5.4,경보,경고,매우높음
2021-01-07,안성(516),-24.5,-6,-14,-19.3,53,3.5,8.2,경보,경고,높음
2021-01-07,간성(517),-25,-5.4,-11.6,-15.3,25,3.1,6.4,경보,경고,높음
2021-01-07,평창(526),-27.1,-6.8,-14.8,-19.5,35,2.3,5.5,경보,경고,높음
2021-01-07,의정부(532),-28.4,-8.3,-15.1,-17.8,47,3,6.5,경보,경고,높음
2021-01-07,횡성(536),-26.7,-6.1,-14.5,-21.1,52,2.3,5.5,경보,경고,높음
2021-01-07,고양(540),-26.6,-9.3,-14.7,-16.9,47,3.5,7.1,경보,경고,높음
2021-01-07,남양주(541),-27.7,-6.2,-13.2,-15.9,42,3.6,6.6,경보,경고,높음
2021-01-07,안산(545),-24,-8.3,-12.7,-15.7,47,2.3,5.1,경보,경고,높음
2021-01-07,경기광주(546),-24.6,-6.9,-15,-18.1,49,1.5,4,경보,경고,높음
2021-01-07,여주(548),-27,-5.7,-14.4,-18.2,50,2.7,6.1,경보,경고,높음
2021-01-07,용인(549),-23.5,-5.2,-12.8,-16.5,42,2.9,5.8,경보,경고,높음
2021-01-07,오산(550),-24.4,-7.8,-13.3,-15.4,41,3.4,5.6,경보,경고,높음
2021-01-07,평택(551),-23.9,-6.9,-12.7,-14.3,48,4.3,9.4,경보,경고,높음
2021-01-07,화천(555),-25.6,-6.8,-14.4,-18,47,2.7,7,경보,경고,매우높음
2021-01-07,양구(556),-27,-7.5,-14.8,-17.8,39,2.7,6.4,경보,경고,매우높음
2021-01-07,시흥(565),-26.1,-9.1,-13.8,-16.6,47,4.1,7.5,경보,경고,높음
2021-01-07,구리(569),-26.3,-7.1,-14.4,-16.7,39,3,6.3,경보,경고,높음
2021-01-07,화성(571),-23.4,-8.2,-13.1,-15.1,44,2.5,4.4,경보,경고,높음
2021-01-07,성남(572),-25.4,-7.6,-13.8,-15.8,40,2.6,5.3,경보,경고,높음
2021-01-07,과천(590),-25.3,-8.1,-13.6,-16,48,3.1,6.9,경보,경고,높음
2021-01-07,양주(598),-26.9,-8.7,-15.5,-17.8,46,3.3,6.6,경보,경고,매우높음
2021-01-07,단양(601),-24,-4.6,-13.1,-16.7,42,2.4,5.3,경보,경고,높음
2021-01-07,진천(602),-24.1,-3.3,-13.6,-19.6,52,3.8,11.5,경보,경고,높음
2021-01-07,괴산(603),-24,-4.3,-14.3,-20.8,48,3,6.7,경보,경고,높음
2021-01-07,옥천(604),-20.6,-3.4,-11.8,-17.2,56,2.5,5.5,경보,경고,보통
2021-01-07,홍북(608),-20.7,-6.8,-11.9,-15.4,79,2.3,5.8,경보,주의,보통
2021-01-07,공주(612),-21.6,-4,-12.6,-19.8,60,2,5.2,경보,경고,높음
2021-01-07,서천(614),-20.7,-2.6,-11,-17.5,59,2.6,7.3,경보,주의,보통
2021-01-07,논산(615),-23.2,-3.5,-11.5,-18.5,61,3.2,7.6,경보,주의,보통
2021-01-07,당진(616),-22.5,-7.5,-11.6,-13.2,63,4.8,8,경보,주의,보통
2021-01-07,청양(618),-21.6,-4.5,-13,-20.6,73,1.6,4,경보,경고,보통
2021-01-07,음성(619),-28.1,-5.1,-15,-21.4,51,4.8,12.1,경보,경고,높음
2021-01-07,증평(623),-24.1,-3.9,-13.1,-18.3,49,3.9,8.4,경보,경고,높음
2021-01-07,태안(627),-19.7,-6.8,-10.4,-11.5,74,3.1,6.9,주의보,주의,보통
2021-01-07,예산(628),-20,-6.4,-11.4,-13.7,60,2.9,6.1,경보,경고,높음
2021-01-07,아산(634),-21.9,-7.1,-11.7,-13.9,53,5.1,8.8,경보,경고,높음
2021-01-07,계룡(636),-25.4,-4.6,-12.7,-22.1,57,2.6,5.2,경보,경고,높음
2021-01-07,연천청산(652),-24.7,-8,-14.8,-18.2,47,1.8,4.6,경보,경고,매우높음
2021-01-07,양양(670),-25.1,-5.2,-11.3,-14,32,4.8,7.6,주의보,주의,보통
2021-01-07,무안(699),-17.4,-1.1,-7.9,-11.5,83,4.9,11.1,주의보,관심,낮음
2021-01-07,무주(701),-23.2,-4.3,-12.4,-19.5,58,3.4,6.6,경보,경고,보통
2021-01-07,익산(702),-19.5,-2.3,-10.4,-15.5,70,3.2,6.2,경보,주의,보통
2021-01-07,진안(703),-24,-5.1,-13.8,-22.3,62,3.1,6.2,경보,경고,보통
2021-01-07,담양(706),-20.4,-1.7,-9.9,-18.1,84,2.9,7.4,경보,주의,낮음
2021-01-07,구례(709),-16.2,-1.1,-7.8,-12.5,55,2.8,5.6,경보,주의,낮음
2021-01-07,나주(710),-17.4,-0.8,-8.3,-13.8,82,3.9,8.9,주의보,주의,낮음
2021-01-07,순천시(712),-16.6,-1.2,-7.4,-11,49,3.5,6.9,주의보,관심,낮음
2021-01-07,광양읍(713),-16.6,-1.6,-7.2,-11.1,59,3,5.1,주의보,관심,낮음
2021-01-07,장성(730),-17.3,-1.8,-9.1,-13,80,2.7,6.1,경보,주의,낮음
2021-01-07,영암(731),-19,-1,-8.8,-15.2,86,3.2,6.1,주의보,주의,낮음
2021-01-07,보성(732),-19.2,-1.8,-9.5,-16.2,72,2.4,5.4,주의보,주의,낮음
2021-01-07,완주(734),-21.6,-1.9,-10.3,-16.1,59,3,8.4,경보,주의,보통
2021-01-07,김제(737),-20.3,-2.9,-10.4,-15,68,3.9,12.2,경보,주의,보통
2021-01-07,화순(741),-18.1,-1.6,-8.9,-14.2,67,4.1,9.3,경보,주의,낮음
2021-01-07,함평(754),-17.5,-1.2,-8.7,-11.7,92,4.4,10.3,경보,주의,낮음
2021-01-07,곡성(768),-18.9,-2.1,-9.8,-16.5,62,3,6.9,경보,주의,낮음
2021-01-07,압해도(789),-15,-0.1,-6.8,-10.1,80,6,15.5,주의보,관심,낮음
2021-01-07,영양(801),-23.4,-4.6,-11.4,-15.8,36,3.4,6.1,경보,경고,보통
2021-01-07,성주(810),-19.8,-2.6,-9,-12.4,41,3.5,8.4,경보,주의,보통
2021-01-07,고령(812),-17.4,-1.6,-8.6,-16,37,2.2,6.5,경보,주의,보통
2021-01-07,청도(813),-19.3,-2.6,-8.4,-13.8,33,4.3,8.9,경보,주의,낮음
2021-01-07,예천(815),-23.3,-5.7,-10.6,-13.9,29,3.5,6.6,경보,경고,보통
2021-01-07,김천(822),-22.4,-3.7,-11.5,-17.3,44,3.1,7.1,경보,경고,보통
2021-01-07,군위(823),-21.1,-3.3,-10.9,-15.8,44,3.4,7,경보,경고,보통
2021-01-07,칠곡(825),-19.4,-1.9,-9,-12.5,44,3.6,7.2,경보,경고,보통
2021-01-07,경산(827),-19.1,-1.1,-8.4,-11.9,29,3.7,7.4,경보,주의,낮음
2021-01-07,삼척(876),-21.6,-3,-9.3,-12.7,23,3.1,8.6,주의보,주의,보통
2021-01-07,속초(90),-24.9,-5.9,-12.1,-14.8,23.4,4.2,9,주의보,주의,보통
2021-01-07,삼천포(907),-16.6,0,-5.6,-9.3,37,4.5,8.9,주의보,관심,낮음
2021-01-07,고성(918),-16.9,0.1,-6.2,-10.6,40,4.3,7.9,주의보,관심,낮음
2021-01-07,창녕(919),-17.7,-1.1,-7.2,-13.2,38,4.2,7.2,경보,관심,낮음
2021-01-07,함안(920),-17.5,-0.9,-7.6,-14,46,4.7,8.6,경보,관심,낮음
2021-01-07,북춘천(93),-26.2,-7.4,-15.2,-19.1,43.1,2.4,8.3,경보,경고,높음
2021-01-07,하동(932),-14.7,0.1,-6.1,-11.1,46,4.2,8.3,주의보,관심,낮음
2021-01-07,철원(95),-26.5,-8.6,-16.1,-18.8,48.8,2.4,5.1,경보,심각,매우높음
2021-01-07,동두천(98),-28,-8.9,-15.7,-18.7,53.5,3.4,8.2,경보,경고,매우높음
2021-01-07,파주(99),-27.5,-10.1,-15.6,-19.1,50.9,3.3,7.5,경보,경고,매우높음
2021-01-08,북강릉(104),-24.1,-6.8,-12.1,-16.9,25.5,1.9,5.6,주의보,주의,매우높음
2021-01-08,동해(106),-23.2,-5.4,-9.6,-12.6,21.1,4.3,8.1,주의보,주의,높음
2021-01-08,서울(108),-28.3,-10.7,-14.9,-18.6,44,3.3,6.1,경보,경고,매우높음
2021-01-08,인천(112),-28.8,-10.9,-14.5,-17.5,42.6,5.2,7.9,경보,경고,매우높음
2021-01-08,원주(114),-22.3,-9.9,-13.6,-17.8,40,1.2,3.7,경보,심각,매우높음
2021-01-08,울릉도(115),-17.3,-6.2,-7.9,-9,74.8,2.5,5.7,X,관심,보통
2021-01-08,수원(119),-26.1,-10.7,-14.4,-18.4,51.5,2.6,4.9,경보,경고,매우높음
2021-01-08,영월(121),-23.4,-8.6,-13.4,-18,40.9,1.7,6.1,경보,심각,매우높음
2021-01-08,충주(127),-25.3,-10,-14.5,-19.3,46,1.9,4.3,경보,경고,매우높음
2021-01-08,서산(129),-21.4,-10.1,-12.4,-15.4,71.6,1.9,3.9,경보,경고,높음
2021-01-08,울진(130),-23.9,-4,-9.7,-16.1,26.6,3.3,8.7,경보,경고,높음
2021-01-08,청주(131),-22.5,-9.6,-13.2,-16.3,47.5,1.5,2.9,경보,경고,매우높음
2021-01-08,대전(133),-21.5,-8.3,-13.5,-17.5,57.8,1.2,3,경보,경고,매우높음
2021-01-08,추풍령(135),-28.3,-9.9,-13.9,-17.4,46.4,4.9,8.2,경보,심각,매우높음
